species,genus,family,order,superorder,status,flight_ability,beak_length_culmen,beak_length_nares,beak_width,beak_depth,tarsus_length,wing_length,kipps_distance,tail_length,body_mass,reference_id
Megastictus_margaritatus,Megastictus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,20.4,12.2,5.2,5.2,19.9,68.7,9.5,46.7,20.2,Avonet
Microrhopias_quixensis,Microrhopias,Thamnophilidae,Passeriformes,Neoaves,Extant,1,15.6,9.6,4.1,3.8,16.5,53,9.2,52.7,7.9,Avonet
Myrmeciza_longipes,Myrmeciza,Thamnophilidae,Passeriformes,Neoaves,Extant,1,20.3,12,4.3,4.5,29.2,64.8,4,53.1,27.9,Avonet
Myrmelastes_brunneiceps,Myrmelastes,Thamnophilidae,Passeriformes,Neoaves,Extant,1,18.5,11,4.5,4.8,25.5,66.2,5.3,54.7,25.7,Avonet
Myrmelastes_caurensis,Myrmelastes,Thamnophilidae,Passeriformes,Neoaves,Extant,1,24.1,13.8,5,6.1,29.3,84.5,8.5,77.1,39.4,Avonet
Myrmelastes_humaythae,Myrmelastes,Thamnophilidae,Passeriformes,Neoaves,Extant,1,21.5,12.7,4.6,5.2,25.6,68.4,6.3,53,25.7,Avonet
Myrmelastes_hyperythrus,Myrmelastes,Thamnophilidae,Passeriformes,Neoaves,Extant,1,24.9,14.4,5.3,6.2,29.2,76.8,4.6,56.2,41,Avonet
Myrmelastes_leucostigma,Myrmelastes,Thamnophilidae,Passeriformes,Neoaves,Extant,1,21.9,12.3,4.5,4.9,26.2,66.1,6.3,56.4,25.7,Avonet
Myrmelastes_rufifacies,Myrmelastes,Thamnophilidae,Passeriformes,Neoaves,Extant,1,20.7,12.2,4.6,4.7,25.8,66.9,5.8,56.3,25.7,Avonet
Myrmelastes_saturatus,Myrmelastes,Thamnophilidae,Passeriformes,Neoaves,Extant,1,19.1,11.2,4.5,4.8,25,64.3,5.8,59.9,25.7,Avonet
Myrmelastes_schistaceus,Myrmelastes,Thamnophilidae,Passeriformes,Neoaves,Extant,1,19,10.7,4.4,4.7,25.3,64.3,6.8,48,23.8,Avonet
Myrmoborus_leucophrys,Myrmoborus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,18,10.8,4.5,4.7,25.2,64.9,8.7,43.8,21.5,Avonet
Myrmoborus_lophotes,Myrmoborus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,21.6,12.3,5.1,5.8,30.7,74.3,7.9,54.7,28,Avonet
Myrmoborus_lugubris,Myrmoborus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,19.4,11.6,5,5.2,26.5,66.7,8.3,39.9,21.4,Avonet
Myrmoborus_melanurus,Myrmoborus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,17,10.3,4.7,4.8,25.2,61.8,5.2,39.8,18.1,Avonet
Myrmoborus_myotherinus,Myrmoborus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,17.9,10.2,4.2,4.6,25.7,62,9.2,40.1,18.8,Avonet
Myrmochanes_hemileucus,Myrmochanes,Thamnophilidae,Passeriformes,Neoaves,Extant,1,18.8,11.1,4.1,3.4,20.9,53.6,7.4,33.7,12.5,Avonet
Myrmoderus_eowilsoni,Myrmoderus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,20.3,11.1,6,5.4,27.2,68.1,5.9,64.2,26.1,Avonet
Myrmoderus_ferrugineus,Myrmoderus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,22.9,12.5,4.1,4.5,26,64.2,4.2,55,26.1,Avonet
Myrmoderus_loricatus,Myrmoderus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,17.4,9.5,3.6,3.6,25.3,59.8,6,65.3,15.5,Avonet
Myrmoderus_ruficauda,Myrmoderus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,19.1,10.9,3.8,4.7,22.6,67.1,7,51.1,26,Avonet
Myrmoderus_squamosus,Myrmoderus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,16.3,8.8,3.7,3.7,27.2,60,5.5,64.3,18.5,Avonet
Myrmophylax_atrothorax,Myrmophylax,Thamnophilidae,Passeriformes,Neoaves,Extant,1,16.8,9.4,3.8,3.9,24.9,55.3,7.5,52.3,16.1,Avonet
Myrmorchilus_strigilatus,Myrmorchilus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,15.8,10.2,3.4,4.3,29.5,61.9,5.2,60.3,23,Avonet
Myrmornis_stictoptera,Myrmornis,Thamnophilidae,Passeriformes,Neoaves,Extant,1,23.7,15.2,4.7,5.3,24.3,90,11.7,34.9,46.7,Avonet
Myrmornis_torquata,Myrmornis,Thamnophilidae,Passeriformes,Neoaves,Extant,1,23.7,15,4.5,5.2,24.8,90.2,11.7,37.9,46.7,Avonet
Myrmotherula_ambigua,Myrmotherula,Thamnophilidae,Passeriformes,Neoaves,Extant,1,14.5,9.4,3.4,3.1,15.7,41,4.6,23,6.7,Avonet
Myrmotherula_assimilis,Myrmotherula,Thamnophilidae,Passeriformes,Neoaves,Extant,1,15.6,9.5,3.5,3.3,16.4,51.5,6.7,29.5,9.3,Avonet
Myrmotherula_axillaris,Myrmotherula,Thamnophilidae,Passeriformes,Neoaves,Extant,1,15,9,3.4,3.7,15.4,50.9,7.5,36.5,8.1,Avonet
Myrmotherula_behni,Myrmotherula,Thamnophilidae,Passeriformes,Neoaves,Extant,1,14.5,8.4,3.3,3.5,16.2,54.1,6.5,31.4,8,Avonet
Myrmotherula_brachyura,Myrmotherula,Thamnophilidae,Passeriformes,Neoaves,Extant,1,13.5,8.5,3.1,3,16.2,43.6,4.2,19.5,6.4,Avonet
Myrmotherula_cherriei,Myrmotherula,Thamnophilidae,Passeriformes,Neoaves,Extant,1,17,10.1,3.2,3.1,16.6,50.1,4.2,28.6,8.2,Avonet
Myrmotherula_grisea,Myrmotherula,Thamnophilidae,Passeriformes,Neoaves,Extant,1,13.7,8.1,3.1,3.2,15.1,52,9.2,31.5,8.4,Avonet
Myrmotherula_ignota,Myrmotherula,Thamnophilidae,Passeriformes,Neoaves,Extant,1,12.7,8,3.1,3,15.8,42.1,4.4,18.2,7.1,Avonet
Myrmotherula_iheringi,Myrmotherula,Thamnophilidae,Passeriformes,Neoaves,Extant,1,14.3,8.4,3.3,3.4,15.4,49.5,10.5,26.1,8,Avonet
Myrmotherula_klagesi,Myrmotherula,Thamnophilidae,Passeriformes,Neoaves,Extant,1,15.2,8.9,3.5,3.2,16.2,46.9,5.1,28.6,7.8,Avonet
Myrmotherula_longicauda,Myrmotherula,Thamnophilidae,Passeriformes,Neoaves,Extant,1,15.7,8.6,3.4,3.1,17.7,48,5.2,34.5,8.3,Avonet
Myrmotherula_longipennis,Myrmotherula,Thamnophilidae,Passeriformes,Neoaves,Extant,1,15.3,9.4,3.6,3.4,15.6,56.6,10.3,32,9.4,Avonet
Myrmotherula_luctuosa,Myrmotherula,Thamnophilidae,Passeriformes,Neoaves,Extant,1,15,9.3,3.3,3.5,15.9,52.1,7.8,36.8,8.5,Avonet
Myrmotherula_menetriesii,Myrmotherula,Thamnophilidae,Passeriformes,Neoaves,Extant,1,15.6,9.8,3.7,3.5,16.1,52.3,7.6,29.8,8.6,Avonet
Myrmotherula_minor,Myrmotherula,Thamnophilidae,Passeriformes,Neoaves,Extant,1,12.7,7.7,3.1,3.4,15.4,47.9,5,29.1,6.4,Avonet
Myrmotherula_multostriata,Myrmotherula,Thamnophilidae,Passeriformes,Neoaves,Extant,1,14,8.4,3.2,3,15.2,46.9,4.8,23,8,Avonet
Myrmotherula_pacifica,Myrmotherula,Thamnophilidae,Passeriformes,Neoaves,Extant,1,15.3,9.7,3.6,3.2,17.5,50.6,5.4,28,10.1,Avonet
Myrmotherula_schisticolor,Myrmotherula,Thamnophilidae,Passeriformes,Neoaves,Extant,1,15.5,8.2,3.3,3.4,15.6,54.9,7.3,36.9,9.6,Avonet
Myrmotherula_sclateri,Myrmotherula,Thamnophilidae,Passeriformes,Neoaves,Extant,1,14.9,9.2,3.2,3.1,16.4,44.3,6,22,8.4,Avonet
Myrmotherula_snowi,Myrmotherula,Thamnophilidae,Passeriformes,Neoaves,Extant,1,13.9,9.1,3.5,3.8,14.2,51.3,6,32.6,9.6,Avonet
Myrmotherula_sunensis,Myrmotherula,Thamnophilidae,Passeriformes,Neoaves,Extant,1,12.5,8,3.3,3.4,15,52.2,7.9,26.4,9.4,Avonet
Myrmotherula_surinamensis,Myrmotherula,Thamnophilidae,Passeriformes,Neoaves,Extant,1,15.2,9.2,3.4,3.1,16.9,49.1,6,23.8,8.3,Avonet
Myrmotherula_unicolor,Myrmotherula,Thamnophilidae,Passeriformes,Neoaves,Extant,1,12.4,7.7,3,3.1,15.8,48.2,6.2,35.6,11.5,Avonet
Myrmotherula_urosticta,Myrmotherula,Thamnophilidae,Passeriformes,Neoaves,Extant,1,12.9,9,3.4,3.3,14.6,50.3,5.5,30.2,8.4,Avonet
Neoctantes_niger,Neoctantes,Thamnophilidae,Passeriformes,Neoaves,Extant,1,20.1,12.2,4.5,6.8,23.9,74.2,8.1,54.3,32,Avonet
Oneillornis_lunulatus,Oneillornis,Thamnophilidae,Passeriformes,Neoaves,Extant,1,19.4,12,4.6,4.7,24.6,72.5,8.6,42.8,23.9,Avonet
Oneillornis_salvini,Oneillornis,Thamnophilidae,Passeriformes,Neoaves,Extant,1,19,11.4,4.6,4.6,25.5,70.7,11.6,45.1,25.9,Avonet
Percnostola_arenarum,Percnostola,Thamnophilidae,Passeriformes,Neoaves,Extant,1,19.4,11.6,4.6,4.9,27.6,65.5,7.4,50.3,23,Avonet
Percnostola_rufifrons,Percnostola,Thamnophilidae,Passeriformes,Neoaves,Extant,1,20.5,12.2,5,5.4,28.2,71.2,10.7,56.5,23.9,Avonet
Phaenostictus_mcleannani,Phaenostictus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,23.4,13.9,5.1,6.9,32.2,89.8,12.5,83.2,51.1,Avonet
Phlegopsis_borbae,Phlegopsis,Thamnophilidae,Passeriformes,Neoaves,Extant,1,20.8,12.1,4.9,6.4,31.3,83.5,9.2,55.2,50,Avonet
Phlegopsis_erythroptera,Phlegopsis,Thamnophilidae,Passeriformes,Neoaves,Extant,1,21.2,12.1,4.9,5.9,33.3,92.6,10.3,65,54.6,Avonet
Phlegopsis_nigromaculata,Phlegopsis,Thamnophilidae,Passeriformes,Neoaves,Extant,1,21.1,11.6,4.7,5.7,30.8,86.8,9.7,57.6,45.2,Avonet
Pithys_albifrons,Pithys,Thamnophilidae,Passeriformes,Neoaves,Extant,1,18.4,11.6,4.4,4.4,22.1,69.6,11.1,37.9,19.5,Avonet
Pithys_castaneus,Pithys,Thamnophilidae,Passeriformes,Neoaves,Extant,1,18.8,11.9,4.8,5.3,23.6,79.5,9.9,53.8,29.8,Avonet
Poliocrania_exsul,Poliocrania,Thamnophilidae,Passeriformes,Neoaves,Extant,1,21.1,12.5,5,5.1,29,66.6,4.9,47.3,26.5,Avonet
Poliocrania_maculifer,Poliocrania,Thamnophilidae,Passeriformes,Neoaves,Extant,1,20.3,11.3,4.9,4.9,27.1,63.5,4.9,46.6,26.5,Avonet
Pygiptila_stellaris,Pygiptila,Thamnophilidae,Passeriformes,Neoaves,Extant,1,21.9,13.7,6.3,6.8,20,76.8,9.4,40.5,24.1,Avonet
Pyriglena_atra,Pyriglena,Thamnophilidae,Passeriformes,Neoaves,Extant,1,18.4,11.1,4.5,5.4,28,76.4,7,72.8,32,Avonet
Pyriglena_leuconota,Pyriglena,Thamnophilidae,Passeriformes,Neoaves,Extant,1,19.9,11.1,4.6,5.6,30.1,75.6,7,75.5,32.3,Avonet
Pyriglena_leucoptera,Pyriglena,Thamnophilidae,Passeriformes,Neoaves,Extant,1,18.9,11,4.2,5.1,29.7,78,8.2,75.7,28.8,Avonet
Rhegmatorhina_berlepschi,Rhegmatorhina,Thamnophilidae,Passeriformes,Neoaves,Extant,1,17.8,11.9,5,5.1,27.7,78.7,9.4,53.3,31.3,Avonet
Rhegmatorhina_cristata,Rhegmatorhina,Thamnophilidae,Passeriformes,Neoaves,Extant,1,20,12.6,5,5.2,28,75.1,8.6,55,31.2,Avonet
Rhegmatorhina_gymnops,Rhegmatorhina,Thamnophilidae,Passeriformes,Neoaves,Extant,1,18.9,11.9,4.7,4.9,26.8,76.5,7.9,50,28.5,Avonet
Rhegmatorhina_hoffmannsi,Rhegmatorhina,Thamnophilidae,Passeriformes,Neoaves,Extant,1,19.4,12.2,4.7,5,28.4,78.9,9.8,50.8,31.4,Avonet
Rhegmatorhina_melanosticta,Rhegmatorhina,Thamnophilidae,Passeriformes,Neoaves,Extant,1,19,12,4.6,5.2,27.5,77.1,9.6,48.9,31,Avonet
Rhopias_gularis,Rhopias,Thamnophilidae,Passeriformes,Neoaves,Extant,1,15.4,8.6,3.3,3.4,15.7,51.8,5.6,32.5,11.3,Avonet
Rhopornis_ardesiacus,Rhopornis,Thamnophilidae,Passeriformes,Neoaves,Extant,1,20.8,11.8,4.1,4.7,31.3,71.1,3.4,87.7,26.3,Avonet
Sakesphorus_canadensis,Sakesphorus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,22.6,13.2,6,6.4,24.2,71.8,6.9,56.6,24.4,Avonet
Sakesphorus_cristatus,Sakesphorus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,17.4,11.1,5.7,5.6,23.4,66.9,6.2,58.3,17.7,Avonet
Sakesphorus_luctuosus,Sakesphorus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,24.1,14,6.1,6.9,25,79.3,8.5,65.4,31.4,Avonet
Sakesphorus_pulchellus,Sakesphorus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,22.6,12,6.1,7.1,26,69.9,6.9,60,24.4,Avonet
Sciaphylax_castanea,Sciaphylax,Thamnophilidae,Passeriformes,Neoaves,Extant,1,15.9,9.1,3.8,3.9,24.1,56.7,4.2,40.7,16,Avonet
Sciaphylax_hemimelaena,Sciaphylax,Thamnophilidae,Passeriformes,Neoaves,Extant,1,16.5,9.1,3.9,3.8,23.4,54.6,7,37.5,16,Avonet
Sclateria_naevia,Sclateria,Thamnophilidae,Passeriformes,Neoaves,Extant,1,24.5,14.9,4.2,4.4,25.2,68.6,8.7,51.5,24.6,Avonet
Sipia_berlepschi,Sipia,Thamnophilidae,Passeriformes,Neoaves,Extant,1,21.5,12.6,5.1,5.5,25.6,64.3,5.2,43.9,25.6,Avonet
Sipia_laemosticta,Sipia,Thamnophilidae,Passeriformes,Neoaves,Extant,1,18.4,10.9,4.3,4.5,26,61.3,5.2,44.2,25,Avonet
Sipia_nigricauda,Sipia,Thamnophilidae,Passeriformes,Neoaves,Extant,1,19.1,11.7,4.9,5,28.2,64,5.8,52.3,24,Avonet
Sipia_palliata,Sipia,Thamnophilidae,Passeriformes,Neoaves,Extant,1,20.4,11.6,4.6,4.7,26.7,66.7,7,45.7,25,Avonet
Taraba_major,Taraba,Thamnophilidae,Passeriformes,Neoaves,Extant,1,26.3,16.9,7,10.2,33.7,90.6,4.8,81,59.2,Avonet
Terenura_maculata,Terenura,Thamnophilidae,Passeriformes,Neoaves,Extant,1,13.8,8.6,2.6,2.9,15.6,43.3,3.6,41.1,6.5,Avonet
Terenura_sicki,Terenura,Thamnophilidae,Passeriformes,Neoaves,Extant,1,13,8,3,2.7,14.3,43.9,4,38.5,6.4,Avonet
Thamnistes_aequatorialis,Thamnistes,Thamnophilidae,Passeriformes,Neoaves,Extant,1,23.3,12.2,5.9,6,19.7,73.3,11.1,69.2,20.7,Avonet
Thamnistes_anabatinus,Thamnistes,Thamnophilidae,Passeriformes,Neoaves,Extant,1,23.3,12.7,6,6.3,20,68.1,11.1,53.3,20.7,Avonet
Thamnomanes_ardesiacus,Thamnomanes,Thamnophilidae,Passeriformes,Neoaves,Extant,1,18.1,10.9,5,5.2,18.7,70.2,11.9,50.2,17.7,Avonet
Thamnomanes_caesius,Thamnomanes,Thamnophilidae,Passeriformes,Neoaves,Extant,1,18.5,10.8,5.6,4.9,17.5,69.9,9,62.5,15.7,Avonet
Thamnomanes_saturninus,Thamnomanes,Thamnophilidae,Passeriformes,Neoaves,Extant,1,19.4,11.5,5.4,5.3,18.9,70.8,10.4,49.9,20.4,Avonet
Thamnomanes_schistogynus,Thamnomanes,Thamnophilidae,Passeriformes,Neoaves,Extant,1,17.6,10.4,5.2,4.8,17.6,68.4,8.9,62,17.2,Avonet
Thamnophilus_aethiops,Thamnophilus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,19.3,11.4,5.2,6.5,21.5,71.9,8.9,59.3,25.7,Avonet
Thamnophilus_amazonicus,Thamnophilus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,19.9,11.2,5.2,5.8,20.1,69.7,7.4,59.2,18.7,Avonet
Thamnophilus_ambiguus,Thamnophilus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,19,10.5,4.7,6.3,23.4,67.9,6.4,56.5,23.4,Avonet
Thamnophilus_aroyae,Thamnophilus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,18.4,10,4.8,5.9,23.3,64.9,6.8,54.3,20,Avonet
Thamnophilus_atrinucha,Thamnophilus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,19.4,12.8,5.4,6.4,21.8,67.9,6.4,56.1,23.6,Avonet
Thamnophilus_bernardi,Thamnophilus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,23.3,13.2,5.1,7.5,29.1,80.1,6.9,66.7,34.4,Avonet
Thamnophilus_bridgesi,Thamnophilus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,28.5,13.5,6.1,6.8,22.1,73.2,7,73,27,Avonet
Thamnophilus_caerulescens,Thamnophilus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,17.1,9.6,4.5,6,22.6,69.4,6.8,62.6,21.1,Avonet
Thamnophilus_cryptoleucus,Thamnophilus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,24.4,13.8,5.8,7,25.6,76.5,9.4,60.7,27.5,Avonet
Thamnophilus_divisorius,Thamnophilus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,20.8,12.1,4.4,5.5,20.6,74.1,6.8,59.7,22.2,Avonet
Thamnophilus_doliatus,Thamnophilus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,19.2,11.9,5.6,6.6,26.4,71.2,6.6,62.9,27,Avonet
Thamnophilus_insignis,Thamnophilus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,19.2,11.1,5,5.9,23.1,73.3,8.2,68.8,24.9,Avonet
Thamnophilus_melanonotus,Thamnophilus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,21,12.3,5,6.6,24.8,75.9,6.6,62.8,25.5,Avonet
Thamnophilus_melanothorax,Thamnophilus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,23.4,12.8,5.8,7.2,24.7,78.3,5.9,69.5,31.8,Avonet
Thamnophilus_multistriatus,Thamnophilus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,20,11.7,5.7,6.1,25.3,71.6,6.7,66.5,27.5,Avonet
Thamnophilus_murinus,Thamnophilus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,20.3,12.2,5.1,5.6,19.3,62.8,9.1,50.7,19.3,Avonet
Thamnophilus_nigriceps,Thamnophilus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,19.6,11.5,5.1,5.9,23.1,73.7,6.6,59.2,22.9,Avonet
Thamnophilus_nigrocinereus,Thamnophilus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,24.1,13.4,5.5,6.8,24.8,77.7,5.8,57.5,30,Avonet
Thamnophilus_palliatus,Thamnophilus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,21.4,11.3,5.7,6.1,24.9,70.6,8,65.9,27,Avonet
Thamnophilus_pelzelni,Thamnophilus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,16.6,10.1,4.3,6.2,21.7,68.5,6.5,58,20.9,Avonet
Thamnophilus_praecox,Thamnophilus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,20.5,11.3,5.3,6.2,24.1,75,5,63.8,29.5,Avonet
Thamnophilus_punctatus,Thamnophilus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,19.5,10.8,4.9,6,21.3,68.7,7.1,53.3,19.4,Avonet
Thamnophilus_ruficapillus,Thamnophilus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,18.6,10.5,4.1,5.2,28.2,67.3,6.7,69.6,20.4,Avonet
Thamnophilus_schistaceus,Thamnophilus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,19.7,11.5,5.1,5.9,20.1,62.7,8.2,51.8,20.3,Avonet
Thamnophilus_shumbae,Thamnophilus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,23.1,14.2,5.6,7.4,27.8,76.6,7.9,58.8,34.4,Avonet
Thamnophilus_stictocephalus,Thamnophilus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,19.7,11.2,5.1,6,21,69.5,8.2,63.7,21.5,Avonet
Thamnophilus_sticturus,Thamnophilus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,18.8,9.7,4.6,5.6,23.8,66.2,8.4,56.1,18.2,Avonet
Thamnophilus_subfasciatus,Thamnophilus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,18.6,10,4.3,5.5,27.2,64.5,6.7,63.3,20.4,Avonet
Thamnophilus_tenuepunctatus,Thamnophilus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,20,11.4,5.7,5.8,23.5,69.3,5.2,61.7,23.3,Avonet
Thamnophilus_torquatus,Thamnophilus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,18.2,10.7,4.3,5.6,23.4,59.3,6.8,56.6,21.1,Avonet
Thamnophilus_unicolor,Thamnophilus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,22.1,10.4,4.9,5.9,22.4,69.4,5.3,62,24.2,Avonet
Thamnophilus_zarumae,Thamnophilus,Thamnophilidae,Passeriformes,Neoaves,Extant,1,19.4,10.1,5.1,5.7,25.6,67.2,6.6,65,22.8,Avonet
Willisornis_nigrigula,Willisornis,Thamnophilidae,Passeriformes,Neoaves,Extant,1,19.8,11.4,5,4.7,22.5,65.4,7.8,40.6,18.4,Avonet
Willisornis_poecilinotus,Willisornis,Thamnophilidae,Passeriformes,Neoaves,Extant,1,20.5,10.6,4.5,4.4,23,65.4,10.7,42.8,18.4,Avonet
Willisornis_vidua,Willisornis,Thamnophilidae,Passeriformes,Neoaves,Extant,1,16.4,10.4,4.6,4.6,23.1,64.8,9.4,41.3,18.4,Avonet
Xenornis_setifrons,Xenornis,Thamnophilidae,Passeriformes,Neoaves,Extant,1,19.7,12.2,5.3,6.3,21.9,70,6.4,71,24.6,Avonet
Acanthidops_bairdi,Acanthidops,Thraupidae,Passeriformes,Neoaves,Extant,1,16.2,10.8,3.9,5.3,20.9,66,11.3,52.1,16,Avonet
Anisognathus_flavinucha,Anisognathus,Thraupidae,Passeriformes,Neoaves,Extant,1,20,10.8,5.9,8,26.1,91.4,19.2,74.8,44.5,Avonet
Anisognathus_igniventris,Anisognathus,Thraupidae,Passeriformes,Neoaves,Extant,1,14.8,8.1,5.6,6.8,25.1,87.8,14.8,75.2,34,Avonet
Anisognathus_lacrymosus,Anisognathus,Thraupidae,Passeriformes,Neoaves,Extant,1,15.1,8.1,5.4,6.3,25.1,89.5,14.6,75.5,31,Avonet
Anisognathus_lunulatus,Anisognathus,Thraupidae,Passeriformes,Neoaves,Extant,1,14.8,8.1,5.6,6.8,25.1,87.8,14.8,75.2,34,Avonet
Anisognathus_melanogenys,Anisognathus,Thraupidae,Passeriformes,Neoaves,Extant,1,18.8,9.5,6,7.6,27.6,87.5,15.3,79.1,41,Avonet
Anisognathus_notabilis,Anisognathus,Thraupidae,Passeriformes,Neoaves,Extant,1,22.4,13,6,7.5,23.2,99.9,22.4,75.2,57.3,Avonet
Anisognathus_somptuosus,Anisognathus,Thraupidae,Passeriformes,Neoaves,Extant,1,20,10.8,5.9,7.7,23.7,92.1,18.9,72,44.5,Avonet
Asemospiza_fuliginosa,Asemospiza,Thraupidae,Passeriformes,Neoaves,Extant,1,12.2,7.8,6,7.5,15.6,57.4,10.3,43.9,13.3,Avonet
Asemospiza_obscura,Asemospiza,Thraupidae,Passeriformes,Neoaves,Extant,1,10.4,5.4,4.8,5.8,17.3,52.4,7.9,42.3,11.2,Avonet
Bangsia_arcaei,Bangsia,Thraupidae,Passeriformes,Neoaves,Extant,1,21.7,11.5,6.5,7.9,21.2,86.8,22.9,47.5,37.2,Avonet
Bangsia_aureocincta,Bangsia,Thraupidae,Passeriformes,Neoaves,Extant,1,17.4,10.3,5.7,7.3,25.3,89.8,19.8,56.3,41.7,Avonet
Bangsia_edwardsi,Bangsia,Thraupidae,Passeriformes,Neoaves,Extant,1,16.9,10.1,6.2,7.3,23.6,90,20.6,54.1,37,Avonet
Bangsia_flavovirens,Bangsia,Thraupidae,Passeriformes,Neoaves,Extant,1,14.7,8.7,5.3,6.9,20.4,78.2,17.6,57.5,25,Avonet
Bangsia_melanochlamys,Bangsia,Thraupidae,Passeriformes,Neoaves,Extant,1,17.9,10.7,7,8.4,24.9,88.5,18,51.5,37.2,Avonet
Bangsia_rothschildi,Bangsia,Thraupidae,Passeriformes,Neoaves,Extant,1,18.7,11.2,6.8,9.1,22.7,88,19.6,52.6,48.5,Avonet
Buthraupis_montana,Buthraupis,Thraupidae,Passeriformes,Neoaves,Extant,1,22.1,12,7.6,9.8,32.4,128.7,28,90.4,87.1,Avonet
Calochaetes_coccineus,Calochaetes,Thraupidae,Passeriformes,Neoaves,Extant,1,18.5,11.1,6.1,8.3,20.7,95.2,22.9,58.8,46.4,Avonet
Castanozoster_thoracicus,Castanozoster,Thraupidae,Passeriformes,Neoaves,Extant,1,12.7,7.3,3.4,4.7,20.4,63.8,11.4,60,11.9,Avonet
Catamblyrhynchus_diadema,Catamblyrhynchus,Thraupidae,Passeriformes,Neoaves,Extant,1,10.4,5.3,4.8,7.4,21.2,65,8,69.8,14.1,Avonet
Catamenia_analis,Catamenia,Thraupidae,Passeriformes,Neoaves,Extant,1,10.6,6.4,4.3,6,17.3,65.5,10.2,54.4,12,Avonet
Catamenia_homochroa,Catamenia,Thraupidae,Passeriformes,Neoaves,Extant,1,11.4,7.6,4.7,6.2,20.5,64.2,10.1,57.4,12.2,Avonet
Catamenia_inornata,Catamenia,Thraupidae,Passeriformes,Neoaves,Extant,1,10.1,6.5,4.6,6.9,22.7,70.7,12.8,61,13.4,Avonet
Certhidea_fusca,Certhidea,Thraupidae,Passeriformes,Neoaves,Extant,1,12.4,7.9,3,3.5,19.7,50.5,8,37,8,Avonet
Certhidea_olivacea,Certhidea,Thraupidae,Passeriformes,Neoaves,Extant,1,11.9,7.9,3.6,3.8,20.6,51.8,8,34.3,9.5,Avonet
Charitospiza_eucosma,Charitospiza,Thraupidae,Passeriformes,Neoaves,Extant,1,11.2,6.6,4.2,4.8,15.9,57,12.3,45.1,10.5,Avonet
Chionodacryon_speculiferum,Chionodacryon,Thraupidae,Passeriformes,Neoaves,Extant,1,16.9,10.8,6.1,7.1,25.2,115.8,30.8,74.8,36.8,Avonet
Chlorochrysa_calliparaea,Chlorochrysa,Thraupidae,Passeriformes,Neoaves,Extant,1,14.6,8.6,3.9,4.6,18.8,70.9,18.5,43.9,17,Avonet
Chlorochrysa_fulgentissima,Chlorochrysa,Thraupidae,Passeriformes,Neoaves,Extant,1,14.7,8.6,3.6,4.5,18.2,68,18.3,40.3,17,Avonet
Chlorochrysa_nitidissima,Chlorochrysa,Thraupidae,Passeriformes,Neoaves,Extant,1,12.2,8.2,3.9,4.5,18.1,66.9,16.2,43.6,18.6,Avonet
