species,hum_tl,hum_pw,hum_dw,uln_tl,uln_pw,uln_dw,cmc_tl,cmc_pw,cmc_dw,fem_tl,fem_pw,fem_dw,tbt_tl,tbt_pw,tbt_dw,tmt_tl,tmt_pw,tmt_dw,ubeak_cl,ubeak_ns,ubeak_wd,ubeak_dp,reference_id
Microligea_palustris,15.37,NA,NA,NA,NA,NA,NA,NA,NA,15.29,NA,NA,27.78,NA,NA,21.38,NA,NA,NA,NA,NA,NA,Field_2013
Micropsitta_pusio,13.2,NA,NA,NA,NA,NA,NA,NA,NA,14.6,NA,NA,19.06,NA,NA,7.74,NA,NA,NA,NA,NA,NA,Field_2013
Milvago_chimachima,NA,NA,14,75.1,8.5,NA,39.6,4.5,NA,50.6,8.8,9.3,70.4,7.5,8.3,51.8,8.8,8.7,NA,NA,NA,NA,Suarez_2003a
Milvus_migrans,102.58,NA,NA,NA,NA,NA,NA,NA,NA,57.72,NA,NA,77.23,NA,NA,51.13,NA,NA,NA,NA,NA,NA,Field_2013
Molothrus_aeneus,25.46,NA,NA,NA,NA,NA,NA,NA,NA,23.48,NA,NA,37.86,NA,NA,26.7,NA,NA,NA,NA,NA,NA,Field_2013
Molothrus_ater,23.17,NA,NA,NA,NA,NA,NA,NA,NA,20.68,NA,NA,34.76,NA,NA,24.56,NA,NA,NA,NA,NA,NA,Field_2013
Momotus_momota,38.77,NA,NA,NA,NA,NA,NA,NA,NA,28.01,NA,NA,42.39,NA,NA,28.36,NA,NA,NA,NA,NA,NA,Field_2013
Mycteria_americana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,NA,16.4,19.1,NA,NA,NA,NA,Suarez_2003b
Myiopsitta_monachus,30.6,NA,NA,NA,NA,NA,NA,NA,NA,27.32,NA,NA,37.54,NA,NA,15.39,NA,NA,NA,NA,NA,NA,Field_2013
Nannopterum_auritus,146.89,NA,NA,NA,NA,NA,NA,NA,NA,57.88,NA,NA,103.03,NA,NA,62.52,NA,NA,NA,NA,NA,NA,Field_2013
Nannopterum_brasilianus,115.8,NA,NA,NA,NA,NA,NA,NA,NA,48.77,NA,NA,79.62,NA,NA,49.64,NA,NA,NA,NA,NA,NA,Field_2013
Nestor_meridionalis,61.05,18.75,12.5,67.95,NA,8.05,44.65,10.55,6.65,51.25,11.1,11.55,83.4,13.8,9.75,35.15,10.15,12.55,NA,NA,NA,NA,Wood_2014
Nestor_notabilis,77.08,NA,NA,NA,NA,NA,NA,NA,NA,64.81,NA,NA,95.22,NA,NA,44.34,NA,NA,NA,NA,NA,NA,Field_2013
Nestor_notabilis,76.8,23.7,15.8,83.8,NA,10,55.5,13.3,7.9,65,14,14.7,98.5,17.1,11.5,45,11.9,14.4,NA,NA,NA,NA,Wood_2014
Netta_rufina,93.41,NA,NA,NA,NA,NA,NA,NA,NA,45.94,NA,NA,80.21,NA,NA,42.39,NA,NA,NA,NA,NA,NA,Field_2013
Ninox_novaeseelandiae,55.44,NA,NA,NA,NA,NA,NA,NA,NA,38.73,NA,NA,58.88,NA,NA,32.44,NA,NA,NA,NA,NA,NA,Field_2013
Numida_meleagris,89.02,NA,NA,NA,NA,NA,NA,NA,NA,89.76,NA,NA,143.05,NA,NA,105.99,NA,NA,NA,NA,NA,NA,Field_2013
Nyctanassa_violacea,105.4,NA,14.7,120.6,NA,NA,58.4,NA,NA,65.5,11.4,11.5,NA,NA,9.4,97.4,10.3,10.3,NA,NA,NA,NA,Olson_2006a
Nycticorax_caledonicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,NA,NA,NA,NA,Steadman_2000
Nycticorax_nycticorax,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,NA,NA,NA,NA,Steadman_2000
Nycticorax_nycticorax,NA,NA,17,NA,NA,NA,NA,NA,NA,71.5,NA,11.9,NA,9.2,NA,NA,NA,NA,NA,NA,NA,NA,Bourne_2003
Nycticorax_nycticorax,117.45,NA,NA,NA,NA,NA,NA,NA,NA,75.43,NA,NA,129.64,NA,NA,81.87,NA,NA,NA,NA,NA,NA,Field_2013
Nyctidromus_albicollis,35.63,NA,NA,NA,NA,NA,NA,NA,NA,23.66,NA,NA,39.03,NA,NA,26.69,NA,NA,NA,NA,NA,NA,Field_2013
Oceanites_oceanicus,21.72,NA,NA,NA,NA,NA,NA,NA,NA,14.81,NA,NA,45.93,NA,NA,35.62,NA,NA,NA,NA,NA,NA,Field_2013
Oena_capensis,21.32,NA,NA,NA,NA,NA,NA,NA,NA,17.48,NA,NA,24.72,NA,NA,13.34,NA,NA,NA,NA,NA,NA,Field_2013
Oporornis_agilis,15.69,NA,NA,NA,NA,NA,NA,NA,NA,16.51,NA,NA,28.39,NA,NA,20.6,NA,NA,NA,NA,NA,NA,Field_2013
Ortalis_vetula,61.52,NA,NA,NA,NA,NA,NA,NA,NA,70.66,NA,NA,104.79,NA,NA,66.27,NA,NA,NA,NA,NA,NA,Field_2013
Otus_lempiji,54.76,NA,NA,NA,NA,NA,NA,NA,NA,37.21,NA,NA,55.96,NA,NA,32.89,NA,NA,NA,NA,NA,NA,Field_2013
Otus_scops,NA,NA,7.5,NA,4.8,NA,NA,NA,NA,29.4,5.4,5.5,46.2,4.7,5.2,25.3,5.1,5.5,NA,NA,NA,NA,Rando_2012
Oxyura_australis,70.3,15.27,9.7,60.95,6.53,4.62,NA,NA,NA,NA,NA,NA,76.65,8.65,9.85,35.6,9.65,9,NA,NA,NA,NA,Worthy_2005
Oxyura_jamaicensis,67.73,NA,NA,NA,NA,NA,NA,NA,NA,38.58,NA,NA,67.62,NA,NA,34.88,NA,NA,NA,NA,NA,NA,Field_2013
Pachyptila_salvini,57.73,NA,NA,NA,NA,NA,NA,NA,NA,25.23,NA,NA,50.35,NA,NA,32.09,NA,NA,NA,NA,NA,NA,Field_2013
Passerculus_sandwichensis,17.64,NA,NA,NA,NA,NA,NA,NA,NA,16.48,NA,NA,27.38,NA,NA,20.27,NA,NA,NA,NA,NA,NA,Field_2013
Pauxi_pauxi,109.09,NA,NA,NA,NA,NA,NA,NA,NA,108.67,NA,NA,167,NA,NA,108.67,NA,NA,NA,NA,NA,NA,Field_2013
Pavo_cristatus,127.77,NA,NA,NA,NA,NA,NA,NA,NA,110.6,NA,NA,187,NA,NA,122.91,NA,NA,NA,NA,NA,NA,Field_2013
Pelecanoides_garnotii,52.02,NA,NA,NA,NA,NA,NA,NA,NA,27.09,NA,NA,50.17,NA,NA,32.43,NA,NA,NA,NA,NA,NA,Field_2013
Pelecanoides_magellani,45.9,NA,NA,NA,NA,NA,NA,NA,NA,24.93,NA,NA,45.17,NA,NA,29.11,NA,NA,NA,NA,NA,NA,Field_2013
Pelecanus_erythrorhynchos,301,NA,NA,NA,NA,NA,NA,NA,NA,104.53,NA,NA,173,NA,NA,110.25,NA,NA,NA,NA,NA,NA,Field_2013
Pelecanus_onocrotalus,298,NA,NA,NA,NA,NA,NA,NA,NA,107.71,NA,NA,196,NA,NA,115.18,NA,NA,NA,NA,NA,NA,Field_2013
Pelecanus_rufescens,297,NA,NA,NA,NA,NA,NA,NA,NA,104.62,NA,NA,151.22,NA,NA,95.58,NA,NA,NA,NA,NA,NA,Field_2013
Phaenicophilus_palmarum,20.79,NA,NA,NA,NA,NA,NA,NA,NA,19.73,NA,NA,31.47,NA,NA,23.45,NA,NA,NA,NA,NA,NA,Field_2013
Phaethornis_augusti,5.45,NA,NA,NA,NA,NA,NA,NA,NA,8.18,NA,NA,12.32,NA,NA,4.56,NA,NA,NA,NA,NA,NA,Field_2013
Phaethornis_bourcieri,5.03,NA,NA,NA,NA,NA,NA,NA,NA,7.26,NA,NA,10.91,NA,NA,4.81,NA,NA,NA,NA,NA,NA,Field_2013
Phaetusa_simplex,68.24,NA,NA,NA,NA,NA,NA,NA,NA,32.71,NA,NA,51.23,NA,NA,25.22,NA,NA,NA,NA,NA,NA,Field_2013
Phalacrocorax_carbo,145.13,NA,NA,NA,NA,NA,NA,NA,NA,55.07,NA,NA,101.95,NA,NA,59.18,NA,NA,NA,NA,NA,NA,Field_2013
Phalaenoptilus_nuttallii,31.12,NA,NA,NA,NA,NA,NA,NA,NA,20.94,NA,NA,31.16,NA,NA,18.14,NA,NA,NA,NA,NA,NA,Field_2013
Phalcoboenus_australis,NA,NA,NA,NA,NA,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adams_2016
Phalcoboenus_chimango,64.84,NA,NA,NA,NA,NA,NA,NA,NA,45.04,NA,NA,70.72,NA,NA,59.04,NA,NA,NA,NA,NA,NA,Field_2013
Phalcoboenus_chimango,68.6,15.2,12.1,75.9,8.8,NA,41.8,4.4,NA,48.4,8.9,8.8,70.7,7.2,7.9,59.5,8.8,8.7,NA,NA,NA,NA,Campbell_1979
Phalcoboenus_chimango,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,59.7,8.5,8.8,NA,NA,NA,NA,Suarez_2003a
Pharomachrus_auriceps,45.03,NA,NA,NA,NA,NA,NA,NA,NA,30.54,NA,NA,39.44,NA,NA,18.99,NA,NA,NA,NA,NA,NA,Field_2013
Phasianus_colchicus,76.27,NA,NA,NA,NA,NA,NA,NA,NA,84.09,NA,NA,112.57,NA,NA,75.86,NA,NA,NA,NA,NA,NA,Field_2013
Phoeniculus_purpureus,32.95,NA,NA,NA,NA,NA,NA,NA,NA,26.66,NA,NA,39.11,NA,NA,23.74,NA,NA,NA,NA,NA,NA,Field_2013
Pipilo_chlorurus,19.9,5.6,NA,21,NA,NA,12,NA,NA,20.8,3.6,3.8,33,3.5,2.9,24.1,3.22,2.3,NA,NA,NA,NA,Olson_2012a
Pipilo_erythrophthalmus,22.4,6.6,NA,24,NA,NA,13.4,NA,NA,23.4,4.2,4.3,37.8,3.9,3.4,27.9,3.7,2.8,NA,NA,NA,NA,Olson_2012a
Pipilo_maculatus,22.3,6.3,NA,23.8,NA,NA,13.1,NA,NA,23,4.2,4.2,36.8,3.8,3.4,27.1,3.7,2.8,NA,NA,NA,NA,Olson_2012a
Pipilo_ocai,24.5,6.7,NA,24.7,NA,NA,13.5,NA,NA,26.1,5,5.3,41.8,5.3,4.2,30.4,4.4,3.2,NA,NA,NA,NA,Olson_2012a
Pluvialis_dominica,44.85,NA,NA,NA,NA,NA,NA,NA,NA,30.95,NA,NA,60,NA,NA,40.88,NA,NA,NA,NA,NA,NA,Field_2013
Podiceps_nigricollis,67.89,NA,NA,NA,NA,NA,NA,NA,NA,31.01,NA,NA,66.34,NA,NA,40.85,NA,NA,NA,NA,NA,NA,Field_2013
Podilymbus_podiceps,69.96,NA,NA,NA,NA,NA,NA,NA,NA,36.05,NA,NA,61.92,NA,NA,37.72,NA,NA,NA,NA,NA,NA,Field_2013
Poikilocarbo_gaimardi,118.01,NA,NA,NA,NA,NA,NA,NA,NA,49.43,NA,NA,99.32,NA,NA,49.38,NA,NA,NA,NA,NA,NA,Field_2013
Poliocephalus_rufopectus,60.36,NA,NA,NA,NA,NA,NA,NA,NA,32.06,NA,NA,62.77,NA,NA,39.74,NA,NA,NA,NA,NA,NA,Field_2013
Pooecetes_gramineus,20.14,NA,NA,NA,NA,NA,NA,NA,NA,18.06,NA,NA,27.86,NA,NA,20.84,NA,NA,NA,NA,NA,NA,Field_2013
Porphyrio_alleni,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kirchman_2006a
Porphyrio_flavirostris,36.99,NA,NA,NA,NA,NA,NA,NA,NA,38.51,NA,NA,70.78,NA,NA,46.62,NA,NA,NA,NA,NA,NA,Field_2013
Porphyrio_martinicus,51.17,NA,NA,NA,NA,NA,NA,NA,NA,50.74,NA,NA,90.14,NA,NA,59.35,NA,NA,NA,NA,NA,NA,Field_2013
Porphyrio_martinicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.25,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kirchman_2006a
Porphyrio_porphyrio,76.9,16.4,12.2,67.7,10.4,NA,NA,NA,NA,NA,NA,NA,133.85,NA,10.65,92.7,11.65,12.3,NA,NA,NA,NA,Balouet_1989
Porphyrio_porphyrio,88.63,NA,NA,NA,NA,NA,NA,NA,NA,82.04,NA,NA,141.37,NA,NA,102.29,NA,NA,NA,NA,NA,NA,Field_2013
Porzana_carolina,34.1,6.5,4.7,28.3,NA,NA,NA,NA,NA,34.7,5.7,NA,34.9,NA,NA,35.5,4.2,4.4,NA,NA,NA,NA,Steadman_1986
Porzana_porzana,35.3,7.2,4.9,30.4,NA,NA,NA,NA,NA,38.8,5.6,NA,37.7,NA,NA,34.8,4.4,4.5,NA,NA,NA,NA,Steadman_1986
Pseudastur_albicollis,108.15,NA,NA,NA,NA,NA,NA,NA,NA,74.6,NA,NA,110.26,NA,NA,81.59,NA,NA,NA,NA,NA,NA,Field_2013
Psiloscops_flammeolus,38.46,NA,NA,NA,NA,NA,NA,NA,NA,27.47,NA,NA,43.18,NA,NA,23.29,NA,NA,NA,NA,NA,NA,Field_2013
Psittacara_chloropterus,37.2,NA,7.7,NA,NA,NA,NA,NA,NA,31.7,6.2,6.1,NA,NA,NA,16.3,5.9,7.7,NA,NA,NA,NA,Olson_2015
Psittacara_euops,29.2,NA,6,NA,NA,NA,NA,NA,NA,26,5,4.6,NA,NA,NA,13.8,5.2,3.8,NA,NA,NA,NA,Olson_2015
Psophia_crepitans,66.83,NA,NA,NA,NA,NA,NA,NA,NA,67.84,NA,NA,129.36,NA,NA,101.91,NA,NA,NA,NA,NA,NA,Field_2013
Psophia_viridis,75.06,NA,NA,NA,NA,NA,NA,NA,NA,70.21,NA,NA,129.17,NA,NA,92.81,NA,NA,NA,NA,NA,NA,Field_2013
Puffinus_gavia,72.1,NA,NA,63.2,NA,NA,38.5,NA,NA,29,NA,NA,60.1,NA,NA,42.2,NA,NA,NA,NA,NA,NA,Holdaway_1994
Puffinus_huttoni,75.8,NA,NA,68.5,NA,NA,40.8,NA,NA,29.7,NA,NA,61.1,NA,NA,43.5,NA,NA,NA,NA,NA,NA,Holdaway_1994
Quiscalus_major,41.93,NA,NA,NA,NA,NA,NA,NA,NA,39.44,NA,NA,69.45,NA,NA,49.56,NA,NA,NA,NA,NA,NA,Field_2013
Quiscalus_mexicanus,32.85,NA,NA,NA,NA,NA,NA,NA,NA,31.88,NA,NA,54.41,NA,NA,39.22,NA,NA,NA,NA,NA,NA,Field_2013
Quiscalus_nicaraguensis,26.11,NA,NA,NA,NA,NA,NA,NA,NA,26.74,NA,NA,44.9,NA,NA,32.54,NA,NA,NA,NA,NA,NA,Field_2013
Quiscalus_quiscula,31.21,NA,NA,NA,NA,NA,NA,NA,NA,30.79,NA,NA,49.63,NA,NA,33.82,NA,NA,NA,NA,NA,NA,Field_2013
Rallicula_forbesi,30.94,NA,NA,NA,NA,NA,NA,NA,NA,40.46,NA,NA,58.92,NA,NA,37.69,NA,NA,NA,NA,NA,NA,Field_2013
Rallus_aquaticus,38.9,8,5.3,31.4,4.6,3.4,21.5,4.7,2.7,41.3,6.6,6.1,64.5,7.9,5.1,41.3,5.3,5.7,NA,NA,NA,NA,Alcover_2015
Rallus_elegans,58.9,11.85,8.25,49.15,5.55,NA,32.4,NA,NA,58.55,NA,9.05,NA,NA,6.85,58.2,7.2,NA,NA,NA,NA,NA,Steadman_2013
Rallus_limicola,35.85,7.05,4.75,29.25,3.2,NA,19.45,NA,NA,36.5,NA,5.3,NA,NA,4.15,35,4.45,NA,NA,NA,NA,NA,Steadman_2013
Rallus_longirostris,56.43,NA,NA,NA,NA,NA,NA,NA,NA,55.47,NA,NA,79.6,NA,NA,50.82,NA,NA,NA,NA,NA,NA,Field_2013
Rallus_longirostris,55.6,10.8,7.4,45.25,5,NA,29.4,NA,NA,55.05,NA,8.35,NA,NA,6.45,50.85,6.75,NA,NA,NA,NA,NA,Steadman_2013
Recurvirostra_americana,69.46,NA,NA,NA,NA,NA,NA,NA,NA,38.94,NA,NA,113.63,NA,NA,93.93,NA,NA,NA,NA,NA,NA,Field_2013
Recurvirostra_avosetta,69.57,NA,NA,NA,NA,NA,NA,NA,NA,37.61,NA,NA,106.7,NA,NA,86.05,NA,NA,NA,NA,NA,NA,Field_2013
Rhynochetos_jubatus,64,15.2,13.3,64.3,NA,NA,34.5,NA,NA,67.9,15,15,129.7,NA,11.9,106.5,13.7,13.2,NA,NA,NA,NA,Balouet_1989
Rhynochetos_jubatus,NA,NA,NA,NA,NA,NA,34.5,NA,NA,66.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Livezey_1994
Rhyticeros_undulatus,121.14,NA,NA,NA,NA,NA,NA,NA,NA,82.31,NA,NA,113.47,NA,NA,59.14,NA,NA,NA,NA,NA,NA,Field_2013
Rostratula_benghalensis,43.96,NA,NA,NA,NA,NA,NA,NA,NA,34.25,NA,NA,63.61,NA,NA,45.16,NA,NA,NA,NA,NA,NA,Field_2013
Rufirallus_viridis,27.12,NA,NA,NA,NA,NA,NA,NA,NA,32.2,NA,NA,49.44,NA,NA,36.36,NA,NA,NA,NA,NA,NA,Field_2013
Rynchops_niger,76.47,NA,NA,NA,NA,NA,NA,NA,NA,33.49,NA,NA,56.46,NA,NA,31.92,NA,NA,NA,NA,NA,NA,Field_2013
Sagittarius_serpentarius,198,NA,NA,NA,NA,NA,NA,NA,NA,118.95,NA,NA,312.5,NA,NA,287,NA,NA,NA,NA,NA,NA,Field_2013
Sarcoramphus_papa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,20.6,18.3,NA,NA,NA,NA,NA,NA,NA,Alvarenga_2008
Scolopax_minor,42.5,10.61,7.61,47.52,6.31,NA,35.21,NA,NA,36.78,NA,6.26,52.48,NA,5.06,32.64,5.45,NA,NA,NA,NA,NA,Takano_2015
Scolopax_rusticola,53.86,13.48,9.79,60.32,8.49,NA,38.29,NA,NA,44.08,NA,8,61.02,NA,6.49,38.04,7.02,NA,NA,NA,NA,NA,Takano_2015
Selasphorus_rufus,3.44,NA,NA,NA,NA,NA,NA,NA,NA,6.9,NA,NA,10.08,NA,NA,4.83,NA,NA,NA,NA,NA,NA,Field_2013
Selasphorus_sasin,4.95,NA,NA,NA,NA,NA,NA,NA,NA,7.54,NA,NA,11.79,NA,NA,4.52,NA,NA,NA,NA,NA,NA,Field_2013
Setophaga_americana,12.75,NA,NA,NA,NA,NA,NA,NA,NA,12.01,NA,NA,22.54,NA,NA,16.85,NA,NA,NA,NA,NA,NA,Field_2013
Setophaga_citrina,14.01,NA,NA,NA,NA,NA,NA,NA,NA,13.77,NA,NA,25.22,NA,NA,19.7,NA,NA,NA,NA,NA,NA,Field_2013
Setophaga_pitiayumi,12.74,NA,NA,NA,NA,NA,NA,NA,NA,12.33,NA,NA,21.23,NA,NA,15.73,NA,NA,NA,NA,NA,NA,Field_2013
Siphonorhis_americana,31.5,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Olson_1985
Siphonorhis_brewsteri,24.8,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,Olson_1985
Somateria_mollissima,106.65,NA,NA,NA,NA,NA,NA,NA,NA,60.6,NA,NA,97.59,NA,NA,51.57,NA,NA,NA,NA,NA,NA,Field_2013
Spatula_clypeata,76.26,NA,NA,NA,NA,NA,NA,NA,NA,40.85,NA,NA,66.72,NA,NA,38.32,NA,NA,NA,NA,NA,NA,Field_2013
Spatula_discors,62.3,NA,NA,NA,NA,NA,NA,NA,NA,34.24,NA,NA,55.77,NA,NA,31.63,NA,NA,NA,NA,NA,NA,Field_2013
Spilornis_cheela,105.49,NA,NA,NA,NA,NA,NA,NA,NA,68.79,NA,NA,109.79,NA,NA,81.45,NA,NA,NA,NA,NA,NA,Field_2013
Spindalis_zena,19.19,NA,NA,NA,NA,NA,NA,NA,NA,18.59,NA,NA,30.16,NA,NA,20.59,NA,NA,NA,NA,NA,NA,Field_2013
Stercorarius_pomarinus,110.14,NA,NA,NA,NA,NA,NA,NA,NA,47.58,NA,NA,81.16,NA,NA,53.18,NA,NA,NA,NA,NA,NA,Field_2013
Sterna_hirundo,54.53,NA,NA,NA,NA,NA,NA,NA,NA,24.47,NA,NA,40.07,NA,NA,20.04,NA,NA,NA,NA,NA,NA,Field_2013
Sterna_sumatrana,46.37,NA,NA,NA,NA,NA,NA,NA,NA,22.92,NA,NA,39.44,NA,NA,21.1,NA,NA,NA,NA,NA,NA,Field_2013
Streptopelia_roseogrisea,29.74,NA,NA,NA,NA,NA,NA,NA,NA,28.85,NA,NA,39.26,NA,NA,19.43,NA,NA,NA,NA,NA,NA,Field_2013
Streptoprocne_zonaris,21.81,NA,NA,NA,NA,NA,NA,NA,NA,27.73,NA,NA,40.22,NA,NA,22.5,NA,NA,NA,NA,NA,NA,Field_2013
Strix_leptogrammica,105.43,NA,NA,NA,NA,NA,NA,NA,NA,63.25,NA,NA,96.81,NA,NA,52.78,NA,NA,NA,NA,NA,NA,Field_2013
Strix_nebulosa,132.41,NA,NA,NA,NA,NA,NA,NA,NA,88.28,NA,NA,118.83,NA,NA,53.17,NA,NA,NA,NA,NA,NA,Field_2013
Strix_occidentalis,99.97,NA,NA,NA,NA,NA,NA,NA,NA,67.72,NA,NA,95.57,NA,NA,51.94,NA,NA,NA,NA,NA,NA,Field_2013
Strix_varia,105.88,NA,NA,NA,NA,NA,NA,NA,NA,73.65,NA,NA,102.58,NA,NA,55.88,NA,NA,NA,NA,NA,NA,Field_2013
Sturnella_magna,31.11,NA,NA,NA,NA,NA,NA,NA,NA,31.02,NA,NA,50.13,NA,NA,36.51,NA,NA,NA,NA,NA,NA,Field_2013
Sturnella_neglecta,30.72,NA,NA,NA,NA,NA,NA,NA,NA,29.96,NA,NA,48.21,NA,NA,35.46,NA,NA,NA,NA,NA,NA,Field_2013
Syma_torotoro,25.55,NA,NA,NA,NA,NA,NA,NA,NA,17.23,NA,NA,28.92,NA,NA,13.15,NA,NA,NA,NA,NA,NA,Field_2013
Syrigma_sibilatrix,98.31,NA,NA,NA,NA,NA,NA,NA,NA,54.37,NA,NA,116.39,NA,NA,85.53,NA,NA,NA,NA,NA,NA,Field_2013
Syrmaticus_reevesii,69.28,NA,NA,NA,NA,NA,NA,NA,NA,73.86,NA,NA,103.58,NA,NA,64.49,NA,NA,NA,NA,NA,NA,Field_2013
Tachornis_phoenicobia,6.85,NA,NA,9.35,NA,NA,12.4,NA,NA,NA,NA,NA,11.35,NA,NA,6.9,NA,NA,NA,NA,NA,NA,Olson_1982b
Tachybaptus_ruficollis,53.18,NA,NA,NA,NA,NA,NA,NA,NA,28.7,NA,NA,53.77,NA,NA,33.91,NA,NA,NA,NA,NA,NA,Field_2013
Tachyeres_patachonicus,124.48,NA,NA,NA,NA,NA,NA,NA,NA,72.59,NA,NA,115.93,NA,NA,61.91,NA,NA,NA,NA,NA,NA,Field_2013
Tadorna_ferruginea,108.91,NA,NA,NA,NA,NA,NA,NA,NA,54.27,NA,NA,100.5,NA,NA,58.58,NA,NA,NA,NA,NA,NA,Field_2013
Tadorna_tadorna,102.11,NA,NA,NA,NA,NA,NA,NA,NA,51.36,NA,NA,91.5,NA,NA,53.32,NA,NA,NA,NA,NA,NA,Field_2013
Tadorna_variegata,130.22,NA,NA,NA,NA,NA,NA,NA,NA,63.31,NA,NA,114.95,NA,NA,67.89,NA,NA,NA,NA,NA,NA,Field_2013
Telespiza_cantans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6,9,NA,NA,James_1991
Telespiza_ultima,16.4,NA,NA,19.3,NA,NA,11.3,NA,NA,16.9,NA,NA,28.8,NA,NA,21.7,NA,NA,13.1,7.4,NA,NA,James_1991
Thalassarche_bulleri,263.5,NA,NA,NA,NA,NA,NA,NA,NA,75.4,NA,NA,202.92,NA,NA,81.55,NA,NA,NA,NA,NA,NA,Field_2013
Thalassarche_cauta,308.91,NA,NA,NA,NA,NA,NA,NA,NA,84.75,NA,NA,182,NA,NA,87.29,NA,NA,NA,NA,NA,NA,Field_2013
Thalassarche_melanophris,292,NA,NA,NA,NA,NA,NA,NA,NA,84.21,NA,NA,165,NA,NA,86.39,NA,NA,NA,NA,NA,NA,Field_2013
Theristicus_caudatus,116.97,NA,NA,NA,NA,NA,NA,NA,NA,68.31,NA,NA,119.31,NA,NA,79.45,NA,NA,NA,NA,NA,NA,Field_2013
Thinocorus_rumicivorus,28.84,NA,NA,NA,NA,NA,NA,NA,NA,22.59,NA,NA,31.48,NA,NA,16.52,NA,NA,NA,NA,NA,NA,Field_2013
Threskiornis_aethiopicus,NA,28.2,NA,NA,13,NA,69.95,7,7.4,NA,NA,NA,142.75,14.05,13.1,102.15,14.95,14.95,NA,NA,NA,NA,MourerChauvire_1999
Threskiornis_moluccus,124.8,NA,NA,NA,NA,NA,NA,NA,NA,75.3,NA,NA,137.85,NA,NA,94.33,NA,NA,NA,NA,NA,NA,Field_2013
Threskiornis_spinicollis,NA,29.3,NA,NA,14.2,NA,74.4,6.95,7.7,NA,NA,NA,135.2,14.25,13.45,92.85,15.65,15.9,NA,NA,NA,NA,MourerChauvire_1999
Tigrisoma_lineatum,108,NA,NA,NA,NA,NA,NA,NA,NA,81.92,NA,NA,138.81,NA,NA,100.84,NA,NA,NA,NA,NA,NA,Field_2013
Tigrisoma_mexicanum,121.47,NA,NA,NA,NA,NA,NA,NA,NA,87.9,NA,NA,147.28,NA,NA,102.41,NA,NA,NA,NA,NA,NA,Field_2013
Todus_angustirostris,13.69,NA,NA,NA,NA,NA,NA,NA,NA,10.64,NA,NA,16.89,NA,NA,13.74,NA,NA,NA,NA,NA,NA,Field_2013
Tribonyx_ventralis,59.4,NA,NA,52,NA,NA,39.7,NA,NA,55.3,NA,NA,92.9,NA,NA,60,NA,NA,NA,NA,NA,NA,Olson_1975b
Trogon_citreolus,32.19,NA,NA,NA,NA,NA,NA,NA,NA,21.77,NA,NA,28.53,NA,NA,15.14,NA,NA,NA,NA,NA,NA,Field_2013
Trogon_collaris,28.24,NA,NA,NA,NA,NA,NA,NA,NA,20.87,NA,NA,29.51,NA,NA,14.52,NA,NA,NA,NA,NA,NA,Field_2013
Trogon_personatus,28.03,NA,NA,NA,NA,NA,NA,NA,NA,19.9,NA,NA,27.35,NA,NA,14.62,NA,NA,NA,NA,NA,NA,Field_2013
Tyto_alba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.45,11.1,13.7,NA,NA,NA,NA,Arredondo_1972
Tyto_alba,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.4,9.9,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Balouet_1989
Tyto_alba,98.18,NA,NA,NA,NA,NA,NA,NA,NA,59.67,NA,NA,105.44,NA,NA,75.15,NA,NA,NA,NA,NA,NA,Field_2013
Tyto_longimembris,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.4,10.8,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Balouet_1989
Tyto_novaehollandiae,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.4,12.8,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Balouet_1989
Upupa_epops,32.29,NA,NA,NA,NA,NA,NA,NA,NA,23.36,NA,NA,35.06,NA,NA,19.94,NA,NA,NA,NA,NA,NA,Field_2013
